Aor_ID,Aee_ID,Q_ID,Answer
46563,46549,46544,"Olukorras, kus puuduvad otsealluvad ja tuleb saavutada eesmärgid tehes koostööd mitme erineva, sh erinevalt motiveeritud üksusega, oled toonud võite lauale. St, oled hästi laveerinud erinevate isiksuste ja üksustega, samas oma sihti silmist laskmata, pingeid, konflikte ja stressi kontrollides. Oled selgekt kontseńtreer"
46548,46558,46400,"Olulise eristamine ebaolulisest on minu arvates tema puhul probleemiks. Ta liiga palju tegeleb asjade või teemadega, mis pole üldse nii olulised. Tulemuseks on see, et tööd kuhjuvad. Ma soovitan tal kriitiliselt oma tegemisi hinnata ja vaadata üle. Teha tegevusplaan kuuks või nädalaks ning visata sellest plaanist välja tööd, mis ei ole nii tähtsad. Ta võiks panna paika reegli, et tema korraldatud koosolekud kestavad 60 minuti asemel 30 minutit. See eeldab koosolekuks ka paremat ettevalmistust, aga aitab vältida seda, et koosolekul kaob fookus ja jutt läheb jamaks. Mõned asjad ei pea käima nii põhjalikult."
46548,46567,46544,"Oma ala proff. Ta saab väga hästi hakkama pildistamisega. Oma valdkonnas on ta tipptegija, lei"
46431,46550,46395,Oma arvamus on tal kindlasti olemas
46571,46561,46400,"oma eesmärkide saavutamiseks on tihti vaja kolleegide kaasamist, positiivne kaasamine võib anda paremaid tulemusi kui lihtne nõudmine"
46567,46556,46390,"Oma ideid kaitseb natuke liiga kirglikult ja hoiab nendest liiga tugevasti kinni. Isegi siis kui juhtub olukorda, kus pakutud idee pole ideaalne."
46563,46548,46400,"Oma nn põhitöökohal, uudiste ja uuriva toimetuse juhina - veel kriitilisemalt vaadata suuremat pühendumist nõudvaid (uurimis)teemasid, et kas on ikka parasjagu kõige enam ühiskondvapustavamad ideed töös. Motiveerida toimetust tõeliselt vinge ja raskesti tabatava saagi püüdmisele. Laiemalt - näpistada aega"
46554,46556,46544,oma osakonna töö organiseerimisega saab hästi hakkama
46563,46561,46395,Oma tavalisel rahulikul moel
46549,46572,46395,Omab visiooni ja selgeid ootusi oma meeskonnale.
46563,46549,46395,Omad enda arvamust.
46564,46551,46544,"Omad selget ülevaadet, kuidas osakond liigub ning panustab selle edusse."
46553,46563,46546,"Omapärane ja eluterve naljasoon, mille abil lahendab nii mõnegi keerulise olukorra."
46486,46571,46544,On alati heas tujus.
46461,46568,46862,On alati konverentsikeskuse meeskonna eest väljas
46461,46568,46390,On alati väga abivalmis
46483,46555,46546,On aldis lahendama tekkinud konfliktseid olukordi
46552,46560,46545,"On algatusvõimeline, otsib erinevaid võimalusi eesmärkide paremaks saavutamiseks."
46552,46568,46546,On avatud ja sõbralik ja karismaatiline suhtleja.
46552,46489,46545,On avatud ja sõbralik suhtleja.
46550,46548,46546,"On avatud, kui minna nõu küsima, olgu see siis mingi põhimõtteline asi või detail. Mõtleb kaasa. Ikka fantastiline ümberlülitumisvõime ja avar pilt."
46494,46572,46546,"On eeskujuks oma kiirete, tabavate ja emotsionaalsete arvamuslugudega, kuigi alati pole me samal arvamusel."
46549,46563,46400,"On esinenud üksikuid juhtumeid, kus koosolekutel on tulnud selgelt esile sallimatust eriarvamuste osas. Ühtlasi oma arvamusega lii domineerimine. Ka põhjendamatud eelarvamused, on takistanud vahest uskumast eriprojektide õnnestumisse või siis nende osatähtsusesse, olulisusesse ja vajalikkusesse. Veelgi parema tulemuse võiks anda, kui üritada enam kuulata ja aktsepteerida ka teiste arvamust. Ühtlasi hoiduda eelarvamustest."
46461,46568,46382,On hästi positiivne ja rõõmsameelne
46408,46552,46543,on hea kuulaja ja oskab kuulduga ka arvestada.
46550,46559,46545,"On hea projektijuht ja organisaator, nagu on selgunud seoses uue veebi tegemisega. On ennast piisaval määral kurssi viinud asjaga ja on tõeline fänn, mis tõmbab teisi ka kaasa."
46559,46567,46544,"On hea töökorraldaja, temaga sujuvad asjad libedalt ja korrektselt, tema peale võib kindel olla, et lubatud foto ka tuleb. Ei jää ootama toimetaja ettepanekuid foto osas, on iseiseisva ja loomingulise mõtlemisega."
46504,46568,46382,On ise ka ikka alati positiivne ja rõõmsameelne
46566,46566,46389,"On juhtunud, et lähen krampi ja ei suuda konstruktiivselt argumenteerida."
46864,46567,46546,"On k ühes paadis. Ehksiis kui on vaja asendada/dubleerida vm, siis on ta alati valmis appi tulema. Selle tulemusena hoiab seltskond hästi kokku."
46568,46562,46546,On kannatlik inimestega kes ei saa asjadest koheselt aru või kes vajavad rohkem juhendamist kui teised. Juhendab hästi ja kui vaja siis mitu korda uuesti.
46553,46489,46545,On kiire ja konkreetne. Ei targuta ega hädalda vaid teeb asjad ära.
46549,46563,46385,"On kohusetundlik ja täpne. Pühendunud, suure töövõimega."
46436,46555,46544,On koostöövalmis.
46864,46567,46542,On kuid tal on ka tugev ja jõuline isiklik arvamus.
46503,46571,46383,"On nõudlik nii enda ja teiste suhtes ning ka eesmärgid on kokkuvõtvalt igati realistlikud, kuid paneb mõnikord soorituse tähtaja veidi lühikeseks."
46559,46550,46545,"On nõudlik oma ühe konkreetse töövaldkonna ehk keeletoimetamise suhtes. Juhib alati tähelepanu, kui midagi on valesti kirjutatud ja annab selle kohta avalikku tagasisidet nii, et see ei mõju solvavalt."
46461,46568,46387,"On olnud olukordi, kui natukene väldib."
46450,46548,46385,"On olnud üksikuid juhuseid, kus muude tööde ja tegemiste käigus on mõni muu kokkulepe ununenud, kuid ühegi tõsiselt olulise kokkuleppe puhul ei ole alt hüpanud."
46566,46549,46395,"On olukordi, kus jätab oma arvamuse enda teada, kuigi see on aimatav"
46493,46560,46546,On osav toodete kokku panemisel ja need on osutunud edukaks.
46436,46555,46382,On päris häid mõtteid.
46552,46557,46546,On pühendunud ja usaldusväärne
46552,46555,46545,On pühendunud ja usaldusväärne.
46552,46561,46546,On pühendunud ja usaldusväärne.
46559,46550,46544,"On selline leebe ja õrn tüüp justkui, kuid tegelikult viib oma tahtmise läbi. Oskab seda teha nii, et inimesed ei solvu ega tunne ennast allasurutuna."
46522,46566,46382,On sõbralik ja igati positiivne. Ise väga tegus ja ettevõtlik.
46550,46563,46544,"On suurepärane kaasatõmbaja, nakatava optimismiga tõmbab kaasa inimesed ka tegevusse, mis pole kõige vahvam, aga peab tehtud saama. Genereerib ideid, püstitab küsimusi teistele lahendamiseks."
46513,46556,46382,"On üks asi, mis töise õhkkonna loomisel väga puudu jääb ja milles me kõik tegelikult süüdi oleme, kuid mida Kadi ehk kõige enam saaks mõjutada: vaikus tööruumis. Usun, et Kadi juhina mõjuks kõige parema eeskujuna teistele vaikuse hoidmisel ning ta kindlasti suudaks oskuslikult, ilma kedagi solvamata,"
46864,46567,46383,On üks üldine eesmärk - teha head ajakirjandust. Nii lihtsalt jälgimegi Eestis toimuvat ja salvestame. Ei otsi midagi uut. Aastad on väga ühesugused. Samuti puuduvad ka töötajate personaalsed plaanid. Silmade särale see hästi ei mõju.
46552,46558,46544,On uudishimulik ja terane ümberringi toimuva suhtes.
46503,46571,46544,"On uute projektide-eesmärkide puhul initsiatiivikas ja kaasakiskuv. Omab konkreetset nägemust, kuidas eesmärgini jõuda."
46553,46551,46546,On väga distiplineeritud ja täpne.
46442,46572,46544,On väga hea arvamustoimetuse juht. Kirjutab särtsakaid lugusi.
46455,46557,46545,"On väga täpne ja struktureeritud. Omab head ülevaadet projektidest ja nende seisudest, sh ka pisiasjadest; jagab seda informatsiooni."
46553,46489,46544,On väga töökas. Ei karda võtta oma õlgadele väga suurt töömahtu.
46483,46555,46545,On võimekas ja suure taluvuspiiriga.
46455,46557,46400,"Ongi vaid üks asi, mida saaksin üldse välja tuua ning seda on väga keeruline sõnastada. Parema tulemuse annaks see, kui ei oleks pidevat töötamist töövälisel ajal (seda siis tema puhul, aga ka alluva puhul), kuna väsimuse tõttu kannatab töökvaliteet ning samuti saab kannatada ka motivatsioon. Ma ei tahaks tunda ennast halvasti, kui astun kell pool 6 kontorist välja ja ei võta tööd koju kaasa. Sisuliselt peaks see tähendama töökoormuse vähendamist ning selleks oleks vaja veel ühte inimest."
46442,46572,46386,"Õnneks ei ole kokku puutunud probleemsete olukordadega ning ei oska öelda, kuidas neid lahendaks."
46564,46562,46542,"Õpitud käitumine, kuid töötab."
46551,46566,46401,"optimistlik, ettenägelik, abivalmis"
46453,46550,46401,"Optimistlik, konkreetne, otsekohene"
46526,46560,46545,"Organiseerimine. Kui on vaja sada erinevat asja erinevast kohast õigeks ajaks punkti B toimetada, siis Liina teeb selle är."
46552,46553,46546,"Orienteeritud kasvule ja arengule. Näeb ärivõimalusi, seab väljakutsuvaid eesmärke."
46552,46561,46544,"Orienteeritud kasvule ja arengule. Otsib ärivõimalusi, seab väljakutsuvaid eesmärke."
46571,46551,46546,"orienteerub tegevustes, omab peast alati head ülevaadet müügitulemusest"
46568,46564,46544,Osakb hästi planeerida ja eesmärke püstitada.
46864,46567,46544,"Osakonna töötajate huvide kaitsmine. Kõige levinum situatsioon on see, kus meie töötajad ei jookse lihtsalt sellepärast mingit äärmiselt ebaolulist fotot tegema, et keegi kuskil arvas, et võiks (a la Kukemetsa rahvastepalli võistlus).
See on osakonnajuhi teene, et meie saame otsustada, mida teha ja mida mitte. Me"
46441,46560,46544,Osakonna üldise käekäigu hoolas jälgimine. Nii raamatute valmimisest kui müügitulemustest on pidevalt olemas selge ülevaade.
46441,46560,46400,"Osakonna üldised tulemused (rahalises väljenduses) ei ole alati kõige paremad. Sel tegevusalal ei paista lihtne olevat kellelgi. Üht-teist annab ehk ära teha raamatute hoolika valimisega, aga et head retsepti ei paista selleks olevat ühelgi kirjastusel, siis üksnes see meid ilmselt haljale oksale ei vii. Ehk saaks midagi teha kuludega, eeskätt selle rahaga, mida me maksame ÄP teistele osakondadele (telefonimüük, IT arendused, register)? Ehk annab nende osas näiteks mingeid tariife juhtkonnaga läbi rääkida?"
46461,46568,46861,"Osakonnakoosolekutel võiksid olla mingid kindlad punktid, mida arutatakse."
46513,46556,46545,"Osav ajakirjanik, hea kirjutaja: saab info peaaegu alati kätte, oskab selle huvitavalt vormistada ja pealkirjastada. Lisaks on t kiire trükkija, tänu millele saab ta teha online-uudiseid üritustelt."
46571,46551,46544,"osav delegeerija, suur osakond, aga asjad on paigas ja ajapuudust ei paista"
46569,46563,46401,"Osav meeleolulooja, innustav, julge."
46864,46567,46393,Oskab aga vastuolulised tööd (või ebameeldivad) võtab pingete ennetamiseks tihti enda teha.
46473,46564,46545,"Oskab anda nõu niimoodi, et inimene saab ise aru, kuidas jälle järje peale saada. Kunagi ei ütle ette, et tee nüüd nii ja nii, siis on õige vaid suunab läbi küsimuste ise olukorrale lahendust leidma."
46559,46548,46546,"Oskab anda tagasisidet nii, et negatiivne mõjub mitte kriitikana, vaid kasutamata võimalusena. See on väga oluline, et inimene lahkuks arenguvestluselt positiivse meeleoluga"
46554,46562,46393,"oskab delegeerida, kuid siiski teeb veel endale liiga kohati"
46488,46554,46393,"oskab delegeerida, võiks rohkemgi (eks kogemused tule praktikas)"
46522,46566,46546,Oskab ennast kehtestada rahumeelsel ent kindlal moel - nii nõudliku kliendi või rahulolematu kolleegi puhul.
46568,46558,46544,Oskab häid artikleid kirjutada. Arendama peaks planeerimisoskust - et kirjutatud materjal õigeaegselt ka ilmuks ja toetaks teisi tegevusi mis on sellega seotud.
46568,46562,46544,Oskab hästi asju ja tegevusi planeerida ja ennustada tulemust. Annab endast 1001% eesmärgi saavutamiseks. Ei anna kunagi alla.
46418,46548,46393,"Oskab hästi delegeerida ajakirjanikele ülesandeid, kuid mõnikord tundub, et teeb toimetajate eest liiga palju ära"
46559,46563,46544,"Oskab hästi hoida üleval üldist töömeeleolu ja pingeid maandada, on selline muhe mees. See on väga oluline oskus, oleks päris kole lugu, kui peatoimetajat peaks kartma ja hommikuti silmanurgast piiluma, mis meeleolus ta tööle tuli."
46488,46554,46545,oskab hästi klientidega suhelda ja neile kompromisse pakkuda; mina saan oma tööd optimaalselt rahulikult planeerida ja organiseerida (usaldus)
46556,46567,46544,"Oskab hästi mõelda kaasa, kui on vaja nõu küsida ja annab alati head nõu."
46556,46553,46544,Oskab hästi olukorda kaardistada ja jõuda lahendusteni
46510,46560,46544,"Oskab hästi planeerida osakonna tööd ning arvestada töö tegemiseks vajalikke tööjõu- ja ajaressursse. Lahendab aegsasti selles osas ilmnenud takistused, jälgib ajakava."
46556,46489,46544,Oskab hästi teha mitut asja korraga ja kiiresti.
46559,46550,46546,"Oskab hästi tööd korraldada ja seda sealjuures nii, et ei jaga kõiki ülesandeid teistele, vaid teeb ka ise. On töö korraldamisel sõbralik ja rõõmsameelne, kohe lust on tema korraldusi täita.:)"
46567,46548,46546,Oskab hästi vaielda. Konfliktsituatsioone ei pelga. Oskab enda väited võidukalt läbi suruda. Temaga on lausa lust vaielda. Ei aja nö jonni vaid räägib alati selgelt ja põhjendatult.
46445,46489,46544,oskab hästi valida meeskonda inimesi. Kõik on oma kohal
46523,46555,46863,Oskab hinnata kogemusi ja väärtustab neid.
46503,46571,46546,Oskab inimesi motiveerida ning on toetav ja sõbralik ning hoiab tiimi koos. Usaldab tööülesannete täitmisel alluvaid. On enda juhendamisel pannud tööle efektiivse tiimi.
46408,46552,46546,"Oskab inimesi usaldada ja innustada vastutust võtma ning rõõmuga tööle tulema. Ei sekku igapäevastesse tegevustesse ja laseb tööd teha. See on juhi puhul oluline oskus. Aitähh selle eest! Tähtis, et töö on õigeaegselt ja hästi tehtud."
46549,46551,46388,"Oskab ja peab vajalikuks oma mõtteid ja ideid kaastöötajatega jagada, oskab avatult ja sõbralikult suhelda."
46552,46558,46546,"Oskab ja peab vajalikuks oma mõtteid teistega jagada, avatud ja sõbralik suhtleja."
46549,46564,46395,Oskab ja peab vajalikuks oma mõtteid teistega vajadusel jagada.
46493,46552,46546,"Oskab juhendada inimesi. Kui ta annab mingi ülessaned inimesele ei tundu see kohustusena vaid väljakutsena. Annab võimaluse inimesel ise hakkama saada, kõrvalt jälgides ja suunates. Vahest on mõni ülessane esmakordne ja raske aga kui hakkama saad oled ühe oskuse võrra jälle rikkam. Pole kunagi tundnud seda, et olen üksi selle ülessand"
46564,46568,46546,"Oskab kehvade tulemuste puhul siiski välja tuua positiivse. Sageli see jääbki domineerima ja keegi ei panegi tähele, et tegelikult on kehv seis :-)"
46559,46563,46545,"Oskab kohe algusest peale, kui peatoimetajaks sai, ennast nähtavaks teha, on kindlasti omandanud teatava arvamusliidri maine. Seda tänu hästi kirjutatud ja hästi argumenteeritud arvamuslugudele. Usun, et peatoimetaja jaoks on oluline olla ka väljaspool toimetust nähtav, omada arvamust, mida laiema avalikkusega jagada."
46552,46551,46544,"Oskab kujundada efektiivset ja hästitoimivat meeskonda, oskab hoida häid inimesi."
46552,46563,46545,"Oskab kujundada efektiivset ja hästitoimivat meeskonda, oskab hoida häid inimesi."
46552,46564,46544,Oskab kujundada efektiivset ja hästitoimivat meeskonda.
46486,46571,46546,"Oskab kuulata, juhendada, nõu anda."
46552,46561,46545,"Oskab luua hästitoimivat meeskonda, oskab hoida häid inimesi."
46440,46550,46544,Oskab luua sõbraliku töökeskkonna.
46568,46562,46545,Oskab meeskonna eesmärgini viia ja pakkuda välja ideid selle saavutamiseks.
46556,46553,46545,Oskab mõjuda motiveerivalt ka väheste lausetega.
46549,46572,46381,"Oskab motiveerida kaastöötajaid, saavutab mänguliselt teiste inimeste vajaliku käitumise. On ise oma tööst väga innustunud ja motiveeritud, seeläbi mõjub kaastöötajatele motiveerivalt.
On enesekindel, usub iseendasse ja teistese. 
Oskab siiralt tunnustada ja ehedalt jagada oma emotsioone."
46549,46564,46381,"Oskab motiveerida kaastöötajaid, saavutab teiste inimeste vajaliku käitumise. On ise oma tööst innustunud ja motiveeritud, seeläbi mõjub kaastöötajatele ja alluvatele motiveerivalt.
Oskab avatult ja sõbralikult suhelda."
46549,46551,46381,"Oskab motiveerida kaastöötajaid, saavutab teiste inimeste vajaliku käitumise. On ise oma tööst väga innustunud ja motiveeritud, seeläbi mõjub kaastöötajatele ja alluvatele motiveerivalt.
Usun siiralt, et ta hindab ja tunnustab alluvate ehk siis oma reklaamiosakonna müügimeeskonna saavutusi ning pöörab rõhku töötajate saavutustele ja pidevale arengule."
46549,46489,46381,"Oskab motiveerida töötajaid, saavutab teiste inimeste vajaliku käitumise."
46549,46563,46381,"Oskab motiveerida töötajaid, saavutab teiste inimeste vajaliku käitumise. On ise oma tööst innustunud ja motiveeritud, seeläbi mõjub motiveerivalt. Tal on kõvasti energiat ja see kandub lihtsalt ka teistele üle. 
Usaldab ja on minus kindel, see suurendab minus omakorda kohusetunnet ja vastutust ning aitab minul omakorda saavutada rohkem.
Võtab vastutuse meeskonna tegevuse eest, korraldab teiste tegevust ja jagab selgeid ülesandeid. Suudab näha tervikut ning lähtub meeskonna huvidest, mitte üksikindiviidi huvist.
Jagab piisavalt tunnustust ja tagasisidet. Tagasiside on aus, hooliv ja konstruktiivne.
Näita üles siirast huvi meeskonnaliikmete vastu, hoolitseb et nad tunneks ennast hästi."
46552,46560,46544,Oskab näha suurt pilti ja ka märgata detaile. Näeb seoseid ja oskab  järeldusi teha.
46552,46563,46544,Oskab näha suurt pilti ja ka märgata detaile. Näeb seoseid ja oskab  järeldusi teha.
46467,46562,46544,Oskab näha suurt pilti ja tuua paraleele teiste teemadega. Mõtleb kaasa ning jagav häid ideid
46549,46572,46545,"Oskab õhkkonda lisada rõõmsameelsust, sära, positiivsust ja ehedat emotsiooni."
46486,46571,46545,Oskab olla hea ülemus. Seni minu parim.
46564,46551,46545,Oskab oma eesmärke hästi seada ehk hea enda osakonna võimete ja turupotentsiaali tunnetus
46559,46548,46545,"Oskab otsustada. Väga oluline omadus inimesele, kellel on palju alluvaid. Oskab keerulises olukorras, kus on palju eriarvamusi, pakkuda välja lahenduse, mis sobib paljudele. Ja muidugi on ka töötav lahendus."
46566,46549,46544,Oskab pingelises olukorras rahu säilitada.
46554,46556,46545,"oskab raha sealt välja võluda, kus muud tegelased peavad kingitustega spetsialiste meelitama (tasuta jagatav reklaamist pungil Terviseleht ja meditsiinikonverentsid)"
46549,46563,46383,"Oskab seada väljakutsuvaid eesmärke, on orienteeritud kasvule, arengule ja tulemustele."
46549,46551,46383,"Oskab seada väljakutsuvaid ja selgeid eesmärke, on orienteeritud kasvule, arengule ja kasumile."
46549,46489,46546,Oskab suhelda ja on sõbralik.
46522,46566,46544,Oskab töös ettetulevate probleemide korral leida võimalikult kiire ja osapooli rahuldava lahenduse.
46471,46550,46544,Oskab väga hästi delegeerida ja töid jagada ning usaldab inimesi
46564,46568,46545,"Oskab vaikselt oma asjad ära teha, ilma suurema kärata."
46549,46489,46384,"Oskab vajadusel kiirelt reageerida ja lahendada probleemset olukorda. On aus, avameelne ja siiras."
46551,46557,46544,oskad hästi presenteerida
46551,46562,46544,oskad kirjeldada situatsioone
46571,46563,46544,oskad luua ja hoida head töömeeleolu
46571,46557,46545,oskad näha olulisi asju ja neid välja pakkuda
46563,46561,46544,"Oskad otsida lahendusi probleemidele, oled leidlik."
46460,46552,46544,Oskad suurepäraselt inimesi kuulata ja saadud infost  välja tuua just selle kõige olulisema.
46571,46561,46544,oskad süveneda vajalikesse teemadesse ja asjad korras hoida
46563,46557,46544,"Oskad toimetusega (ehk siis kliendiga) suhelda, õigeid küsimusi esitada, toimetust suunata õigemas suunas."
46548,46548,46546,"Oskan anda kriitilist tagasisidet. Kui ma pole kellegi tööga rahul, siis ma annan tagasisidet nii, et inimene pärast seda ei ole löödud ning tuju ei lange nulli. Tagaiside on pigem konstruktiivne ja esikohal on head asjad."
46558,46558,46546,"Oskan häid ideid ka teoks teha - ma ei lähe lihtsama (igavama, mugavama) vastupanu teed. Ma ei anna alla ja püüan mitu-mitu korda, enne, kui end lööduks tunnistan. Ma algatan ja viin ka lõpule."
46558,46558,46545,"Oskan hästi ettevõtet esindada suhtluses inimestega väljastpoolt - partneritega, klientidega, esinejatega, huvigruppidega jne - pühendan end suheldes intensiivselt teisele inimesele ja see toob tavaliselt head tulemust, vähemalt aasta perspektiivis."
46567,46567,46545,"Oskan inimesi suhteliselt hästi lugeda ja hinnata. Tean, mis on kellegi plussid ja miinused ja arvestan seda enamjaolt edukalt töö korraldamisel."
46553,46553,46546,Oskan kaasata inimesi.
46563,46563,46546,Oskan kiirelt pinnapealset infot haarata ajapuuduses ja mitmete segajatega ajahetkes.
46549,46549,46545,Oskan luua kerget ja positiivset õhkkonda.
46553,46553,46544,Oskan luua visiooni.
46549,46549,46381,"Oskan motiveerida kaastöötajaid, vajadusel saavutada teiste inimeste vajaliku käitumise."
46558,46558,46544,"Oskan pakkuda palju huvitavaid julgeid, kuid teostatavaid ideid, ma pole iialgi vait või tühi, kui tuleb mõtteid pakkuda."
46571,46571,46544,"oskan panna asju süsteemi, näha suurt pilti ja detaile"
46450,46548,46392,"Oskan rääkida ainult lugude tegemise seisukohalt ja siis on küll nii, et kui ei saa ühelt allikalt materjali kätte või keegi ei vasta, tuleb Aivarilt alati tuhat ideed, keda või kust veel proovida või kuidas vajalik materjal kokku saada teemast loobumat"
46549,46549,46546,"Oskan seada selgeid ja reaalseid eesmärke. Eesmärgid on orienteeritud kasvule, arengule ja kasumile. 
Näen, väärtustan ja kasutan ärivõimalusi."
46549,46564,46546,Oskus hinnata iseenda ja teiste iseloomuomadusi.
46572,46572,46401,"Otsekohe, aus, kiire."
46548,46559,46545,Otsekohene tagasiside andja. Kristilt on väga hea küsida nõu. Ta on otsekohene ja ta räägib asjadest nii nagu need talle tunduvad ja nagu ta nendest arvab.
46548,46567,46401,"Otsekohene, jäärapäine, töökas"
46450,46569,46542,"Otsene kogemus puudub, aga paistab küll, et on üsna salliv inimene."
46503,46571,46384,"Otseselt ei ole antud küsimusega kokku puutunud, aga kõrvalt hinnates võin oletada, et see on nii."
46552,46489,46544,Otsib erinevaid võimalusi eesmärkide paremaks saavutamiseks.
46552,46558,46545,Otsib erinevaid võimalusi eesmärkide paremaks saavutamiseks.
46552,46564,46545,Otsib erinevaid võimalusi eesmärkide paremaks saavutamiseks. On orienteeritud kasvule ja arengule.
46550,46548,46545,"Otsib erinevaid võimalusi, kuidas rutiinseid olukordi lahendada. Proovib ja katsetab, kui ei tööta, on valmis ka tagasi pöörduma. Näiteks võib tuua uudistetoimetuse töökorralduse, mis muutub vastavalt oludele."
46550,46566,46544,"Otsib töötavaid lahendusi, ei rahuldu vähemaga kui maksimum. On valmis proovima ja katsetama. Ajakirjade keeletoimetamisel leidsime järjest proovides töömahuka, aga parimat tulemust pakkuva variandi."
46571,46558,46400,"otsustamisel oled teinekord ebakindel, pole vaja liiga palju kaaluda ja arutada, pigem asuda tegutsema"
46551,46556,46400,paar kiitussõna teeb teinekord imet
46526,46560,46546,"Paberimajandus. Kõikvõimalike tabelite ja numbrite jälgimine. See on üks kurjavaimu tüütu töö, mida lihtsalt tuleb teha ja Liina saab sellega suurepäraselt hakkama."
46463,46548,46546,"paindlikkus, et töötaja saaks vajadusel ka isiklikke asju tööajast korda ajada"
46563,46557,46390,"Paku edasi ja veel julgemalt. Ära karda, et sekkud toimetuse töömaale."
46436,46555,46390,"Pakub ideid, kuid mõnikord jäävad ettepanekud õhku, kaovad nagu kuhugi, ei tea, mis asjast edasi saab."
46567,46569,46390,Pakub ja teeb. Ideed ja ettepanekud võiks küll olla vahest pisut loomingulisemad. Eelistab turvalisi ja kindlaid teid. Riskib haruharva.
46408,46552,46390,"Pakub oma ideid ja ettepanekuid siis, kui neid küsid. See on tarkus panna inimesed iseseisvalt mõtlema ja tegutsema.
Küll on ta hästi kurisis sellega, mis toimub, kuidas üksustel läheb, kitsaskohtadega. Negatiivset tagasisidet temalt naljalt ei saa, teinekord võiks see vast siiski vajalik olla."
46550,46569,46544,"Pakub välja lahendusi ja ideid. Viimasena tuleb meelde, kui ta tegi laekunud kommentaaridest uudise ja saatis selle laiali, et teisedki vahel nii teeksid."
46563,46553,46390,Pakud kin
46551,46489,46546,palju mahtu vähese ressursiga
46551,46569,46544,palju mahtu väheste inimestega
46535,46556,46400,"Palun rohkem süvenemist. Vahel sa lihtsalt reageerid, kuid ei süvene ja sellest on kahju. Näiteks pakud huupi mõnele loole lahendusi, mis tegelikult ühel või teisel põhjusel ei sobi. Või soovitad mõne teksti veebi panna, kuigi tegemist oleks näiteks arvamuseks sobiliku materjaliga. Või esitad mõne asja loo k"
46548,46572,46546,"Pani ajakirjanikud kirjutama arvamusartikleid. See on väga tubli saavutus. See on saavutatud tänu järjepidevusele ja näitab, et takistuste ilmnemisel ta ei anna alla."
46450,46548,46390,"Paremaid lahendusi pakub kindlasti, kuid nende saatuse jälgimise kohta ei oskagi öelda. Pigem vist mitte."
46463,46548,46401,"parim ülemus, kes mul kunagi on olnud"
46442,46572,46385,Peab kinni lubadustest.
46561,46561,46400,"Peaksin arendama kuulamisoskust. Kuulama lõpuni teiste inimeste selgitused ja seisukohad ning mitte sekkuma enne, kui nad on oma mõtte lõpetada jõudnud. Esitama rohkem küsimusi ja mitte kiirustama oma arvamuse või seisukoha väljaütlemisega."
46564,46564,46400,"Peaksin olema süsteemsem ehk kui olen mingeid korraldusi ja kokkuleppeid osakonnas teinud, siis peaksin neid jälgima ja tulemusi nõudma. Võiksin olla vahel karm isa."
46558,46558,46400,"Peaksin õppima rohkem kuulama ja vähem rääkima, eriti olukorras, kus minu ees seisab oluline lahendamata küsimus ja minu vastas selle küsimuse teine osapool/teised osapooled. Peaksin sellel hetkel keskenduma kuulamisele ja mõistmisele, mitte muretsema  eelkõigeenda arusaadavaks tegemise pärast. Seejärel peaksin küll endale truuks jääma, kuid enne siiralt võtma arvesse ka teise inimese ettepanekuid ja neid ka päriselt kaaluma. (Ja kui ka ühisosa ei ole, peaksin siiski kuulama.)"
46561,46561,46385,"Pean lubadustest kinnipidamist oluliseks. Tahaks panna endale maksimumi, aga tean, et ma pole seda alati suutnud."
46548,46548,46382,"Pean seda väga oluliseks, eesmärk on luua keskkond, kus ei ole tööd häirivaid asju. Olen ka lõpetanud alluvatega töösuhte, kui mulle tundub, et nende tegevus lõhub positiivset õhkkonda. Samas ei tähenda positiivne töine õhkkond seda, et oleks kõiges vabadus ja poleks reegleid."
46552,46552,46400,"Pean suurendama oma professionaalsust valdkondades, mis on minu vastutusalas ja minu arendada. Selleks pean õppima paremini delegeerima, et mul oleks võimalust pöörata rohkem tähelepanu enesearendamisele."
46568,46558,46545,Peas keerleb palju ideid. Vajalik oleks need ideed järjekorda seada ja siis otsast lõpuni teostama hakata
46556,46556,46401,"Pedantne, hajameelne, südamlik"
46494,46572,46381,Peebu puhul tahaks seda rohkem näha.
46563,46572,46863,Peepu pean siin silmas...
46418,46548,46863,Personaalne lähenemine on aja jooksul kindlasti paremaks muutunud
46571,46551,46545,"personalivalik, ilmselgelt omanäoline ja tugev meeskond"
46566,46553,46545,"Pidev suhtlus kolleegidega, tänu millele on Igoril adekvaatne tervikpilt ettevõttest."
46473,46564,46386,"Pigem alati ei selgita. Kui probleem tekib ning sellele tähelepanu pöörata, on see lihtsalt teadmiseks võetud. Esimese märguande peale tihti just ei reageeri. See on õige küll, et püüab teha nii, et kõik on rahul."
46561,46553,46386,"Pigem ei sekku kohe, vaid laseb osapooltel olukorda endil lahendada. Kui see ei õnnestu, siis asub vahendaja rolli"
46564,46551,46395,Pigem innukalt põhjendab.
46564,46551,46391,Pigem jääb see vist osakonna piiridesse.
46564,46562,46388,"Pigem jah, kuid vahel ununeb, et maja peal on veel inimesi, kes saaksid aidata."
46433,46569,46383,"Pigem jah, mis puudutab igapäevast töiseid tegemisi, lehe planeerimist jm, mille raames kõige rohkem puutumust on."
46564,46568,46542,Pigem jah.
